Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
2269,Seaman: Kanzenban,,PS2,D3 Publisher,VIVARIUM Inc.,,,,,,,,,,2003-02-27 00:00:00,N/A
2270,Seaman: Kindan no Pet 2001,,DC,Viva Media,VIVARIUM Inc.,,,,,,,,,,2000-08-10 00:00:00,N/A
2271,Secret Weapons of the Luftwaffe,,PC,LucasArts,Lucasfilm Games,,,,,,,,,,1991-06-30 00:00:00,N/A
2272,Segagaga,,DC,Sega,Hitmaker,,,,,,,,,,2001-03-29 00:00:00,N/A
2273,Sennen Kazoku,,GBA,Nintendo,Indies Zero,,,,,,,,,,2005-03-10 00:00:00,N/A
2274,Sentou Yousei Yuki Kaze,,XB,Unknown,Aqua Systems,,,,,,,,,,2003-08-07 00:00:00,N/A
2275,Sentris,,OSX,Timbre Interactive,Timbre Interactive,,,,,,,,,,2015-08-12 00:00:00,2018-08-09 00:00:00
2276,Sentris,,PC,Timbre Interactive,Timbre Interactive,,,,,,,,,,2015-08-12 00:00:00,2018-08-09 00:00:00
2277,Sentris,,Linux,Timbre Interactive,Timbre Interactive,,,,,,,,,,2015-08-12 00:00:00,2018-08-09 00:00:00
2278,Serf City: Life is Feudal,,PC,SSI,Blue Byte Software,,,,,,,,,,1993-01-01 00:00:00,N/A
2279,Sexy Beach,,PC,Illusion Soft,Illusion Soft,,,,,,,,,,2003-01-01 00:00:00,N/A
2280,Sexy Beach 2,,PC,Dreams,Illusion Soft,,,,,,,,,,2003-07-11 00:00:00,N/A
2281,Sexy Beach 3,,PC,Dreams,Illusion Soft,,,,,,,,,,2006-09-29 00:00:00,N/A
2282,Sexy Beach Zero,,PC,Illusion Soft,Illusion Soft,,,,,,,,,,2010-10-29 00:00:00,N/A
2283,Shattered Steel,,PC,Interplay,BioWare Corp.,,,,,,,,,,1996-09-30 00:00:00,N/A
2284,Shepherd's Crossing,,PSN,Success,Success,,,,,,,,,,2010-07-22 00:00:00,N/A
2285,Shepherd's Crossing,,PS2,Valcon Games,Success,,,,,,,,,,2008-08-19 00:00:00,N/A
2286,Shiki-Tei,,PSN,Sony Computer Entertainment,Premium Agency,,,,,,,,,,2008-06-26 00:00:00,N/A
2287,Shinseiki Evangelion: Ayanami Ikusei Keikaku with Asuka Hokan Keikaku,,PS2,Broccoli,Broccoli,,,,,,,,,,2003-12-11 00:00:00,N/A
2288,Ship Simulator 2006 Add-On,,PC,Lighthouse Interactive,VSTEP,,,,,,,,,,2007-02-09 00:00:00,N/A
2289,Ship Simulator 2006 Collector's Edition,,PC,Lighthouse Interactive,VSTEP,,,,,,,,,,2006-11-30 00:00:00,N/A
2290,Ship Simulator 2008: New Horizons,,PC,Lighthouse Interactive,VSTEP,,,,,,,,,,2008-04-04 00:00:00,N/A
2291,Ship Simulator Extremes: Harbor Pilot,,PC,Paradox Interactive,VSTEP,,,,,,,,,,2011-09-01 00:00:00,N/A
2292,Ship Simulator Professional,,PC,Unknown,VSTEP,,,,,,,,,,N/A,N/A
2293,Shockwave,,3DO,Electronic Arts,Electronic Arts,,,,,,,,,,1994-06-27 00:00:00,N/A
2294,Shockwave,,PS,Electronic Arts Victor,Electronic Arts,,,,,,,,,,1996-07-26 00:00:00,N/A
2295,Shockwave 2: Beyond the Gate,,3DO,Electronic Arts,Electronic Arts,,,,,,,,,,1995-01-01 00:00:00,N/A
2296,Shockwave Assault,,SAT,Electronic Arts,Paradox Development,,,,,,,,,,1996-01-01 00:00:00,N/A
2297,Shockwave Assault,,PC,Electronic Arts,Paradox Development,,,,,,,,,,1997-06-01 00:00:00,N/A
2298,Shockwave: Operation Jumpgate,,PS,Electronic Arts,Crystal Dynamics,,,,,,,,,,1996-10-18 00:00:00,N/A
2299,Shockwave: Operation Jumpgate,,3DO,Electronic Arts,Crystal Dynamics,,,,,,,,,,1995-01-01 00:00:00,N/A
2300,Shopping Mall Parking,,PC,Devilish Developments,Devilish Developments,,,,,,,,,,2014-03-21 00:00:00,N/A
